TraceView Name:,Verifications,,,,,,
,,,,,,,
1 Level Upstream,,,,Source,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
,,,,Verification,GDP-Verfication-1868,"Test Not allow to delete in used Method, Action Alert, and Handling Rule by LIMS ","This test is to test that not allow to delete method, action alert, Handling rule that are used by LIMS


  


  "
,,,,Verification,GDP-Verfication-1850,Test 20 character LIMS ID with Multiple 20-character Sample IDs,"This test is to test 20 character LIMS ID with Multiple 20-character Sample IDs


  "
,,,,Verification,GDP-Verfication-1860,Test the display of LIMS ID in User Activity in Audit Report ,"This test is to test 20 character LIMS ID with Multiple 20-character Sample IDs


  "
,,,,Verification,GDP-Verfication-1848,Test  1-Character single LIMS ID with multiple long Sample IDs,This test is to test Maximum length of LIMS (39) and Sample (1 character)
,,,,Verification,GDP-Verfication-1849,Test System identifies duplicate existent LIMS IDs and Sample ID as error,This test is to test System identifies duplicate existent LIMS IDs as error
,,,,Verification,GDP-Verfication-1852,Test LIMS result with Create Results on Approval is checked ,"This Test case is to test that LIMS result with Create Results on Approval is checked 


  


 LIMS ID must follow the criteria =alphanumeric + space, hyphen, period, and underscore = 40 characters


  


 Prerequisite:


 Device: Network Barcode printer is connected and available for printing 


 GrowthDirect: Create 20 different sample ID ready for test


 Sample.cvs can be used to import sample


  Label size: large 


  


  Incubation Time: 30 mins 


  Image interval 5 minutes 


  


 Sample and worklist can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\LIMS - Non Cluster


  "
,,,,Verification,GDP-Verfication-1853,Test LIMS result with all result fields are checked ,"This Test case is to test that LIMS result with all results are checked


 
	 Create Result on Approval is checked. 
 

  


 LIMS ID must follow the criteria =alphanumeric + space, hyphen, period, and underscore = 40 characters


  


 Prerequisite:


 Device: Network Barcode printer is connected and available for printing 


 GrowthDirect: Create 20 different sample ID ready for test


 Sample.cvs can be used to import sample


  Label size: large 


  


  Incubation Time: 30 mins 


  Image interval 5 minutes 


  


 Sample and worklist can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\LIMS - Non Cluster\Test Data


  "
,,,,Verification,GDP-Verfication-1859,Test LIMS result retains for 1 hour,"This Test case is to test that LIMS result with all results are checked


 
	 Create Result on Approval is checked. 
 

  


  


  


 Prerequisite:


 Device: Network Barcode printer is connected and available for printing 


 GrowthDirect: Create 20 different sample ID ready for test


 Sample.cvs can be used to import sample


  Label size: large 


  


  Incubation Time: 30 mins 


  Image interval 5 minutes 


  


 Sample and worklist can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\LIMS - Non Cluster\Test Data


  


  


  


  


  


  "
,,,,Verification,GDP-Verfication-1854,Test LIMS receipt,"This Test case is to test that LIMS Receipt with using LIMS simulator


 
	 Create Result on Approval is checked. 
 

  


 LIMS ID must follow the criteria =alphanumeric + space, hyphen, period, and underscore = 40 characters


  


 Prerequisite:


 Device: Network Barcode printer is connected and available for printing 


 GrowthDirect: Create 20 different sample ID ready for test


 Sample.cvs can be used to import sample


  Label size: large 


  


  Incubation Time: 30 mins 


  Image interval 5 minutes 


  


 Sample and worklist can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\LIMS - Non Cluster\Test Data


  "
,,,,Verification,GDP-Verfication-1855,Test LIMS result with Create Results on Approval is NOT checked ,"This Test case is to test that LIMS result with Create Results on Approval is not checked 


  


 LIMS ID must follow the criteria =alphanumeric + space, hyphen, period, and underscore = 40 characters


  


 Prerequisite:


 Device: Network Barcode printer is connected and available for printing 


 GrowthDirect: Create 20 different sample ID ready for test


 Sample.cvs can be used to import sample


  Label size: large 


  


  Incubation Time: 30 mins 


  Image interval 5 minutes 


  


 Sample and worklist can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\LIMS - Non Cluster\Test Data


  "
,,,,Verification,GDP-Verfication-1856,Test LIMS orders get  canceled by LIMS Cancel Request,"This Test case is that  LIMS orders get canceled by LIMS Cancel Request and LIMS cancel orders get propagated GrowthDirect systems


  


 Prerequisite 


 1. Launch  LIMS  Simulator ,  create a LIMS Request file, copy this request file, 


 2. Let system consume the recent request file


 3 Take a copy of LIMS request file and modify it to become LIMS cancel request file


 4. Use LIMS Cancel request file for this test


  


 Read Overview test case for LIMS preparation. "
,,,,Verification,GDP-Verfication-1861,Test LIMS comment from LIMS Simulator get populated in Test Report ,"This test case is to test Auto-populated LIMS comment into Test Report


  


 Prerequisite:


 1. Incubation time: 30 Image interval: 5 min


 2. Ensure Sample name are available 


  


  


  


  


  


  


  "
,,,,Verification,GDP-Verfication-1862,Test print single LIMS with multiple Sample ID labels to Network Barcode printer,"This Test case is to that Single LIMS with Multiple Sample ID labels can be printed out without any issue


  


 Prerequisite:


 Device: Network Barcode printer is connected and available for printing 


 GrowthDirect: Create 20 different sample ID ready for test


 Sample.cvs can be used to import sample


  


 Label size: large


  


 Sample and worklist can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\LIMS - Non Cluster\Test Data


  "
,,,,Verification,GDP-Verfication-1863,"Test print multiple LIMS with Method, Action Alert, and Handling Rule to network barcode printer","This Test case is that  multiple LIMS with with Method, Action Alert, and handling rule (no Sample ID included)


  


 Prerequisite:


  


 Device : Network Barcode printer is connected and available for printing


  


 GrowthDirect:  


 Label size: large


  


 Create similar to the following request file 


 MultiLIMSMultiSample.request from \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\GDP-PREQ-171 LIMS Order requests within a cluster\Test Data 


  


  "
,,,,Verification,GDP-Verfication-1864,Test print multiple LIMS with multiple Sample ID labels to Network barcode printer,"This Test case is that  multiple LIMS with multiple Sample ID labels can be printed out without any issue


  


 Prerequisite:


  


 Device : Network Barcode printer is connected and available for printing


  


 Label size: large


  


 GrowthDirect: create 10 different sample IDs 


  


 Create similar to the following request file 


 MultiLIMSMultiSample.request from \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\GDP-PREQ-171 LIMS Order requests within a cluster\Test Data 


  


 For example: request file


 ORDER,LIMSTest1,,101_A1,UP123,,,,,Room 101 Air Sample 1

ORDER,LIMSTest2,,101_A2,UP123,,,,,Room 101 Air Sample 2

ORDER,LIMSTest3,,101_A3,UP123,,,,,Room 101 Air Sample 3

ORDER,LIMSTest4,,101_F1,UP123,,,,,Room 101 Floor Sample 1

ORDER,LIMSTest5,,101_F2,UP123,,,,,Room 101 Floor Sample 2

 


  "
,,,,Verification,GDP-Verfication-1865,Test print single LIMS with multiple Sample ID labels to USB Barcode printer,"This Test case is to that Single LIMS with Multiple Sample ID labels can be printed out without any issue


  


 Prerequisite:


 Device: USB Barcode printer is connected and available for printing 


 GrowthDirect: Create 20 different sample ID ready for test


 Sample.cvs can be used to import sample


  


 Label size: large


  


 Sample and worklist can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\LIMS - Non Cluster


  "
